GraduatedYr,FacName,FacName.1,gender,AgeGrad,Nationality,EntryChannel,MUET,Program,CGPA,YearEntry,YearGrad,Status,JobGroup,jobassurance,JobStatusCategory,JobIncome,JobNumber
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.8,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.47,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.85,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.91,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.52,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.73,2018,2022,Bekerja separa masa,Pengurus,Work with family (no wages/salary),Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.82,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.53,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.69,2018,2022,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.56,2018,2022,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.79,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Government employees,Contract,"RM2,501- RM3,000",Pertama
2022,FP,Fac2,Female,24,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.54,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.59,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.83,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR PERTANIAN (AKUAKULTUR),2.98,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",11
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.86,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.68,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.62,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.75,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.57,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.85,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.57,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.33,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,25,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.29,2017,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.38,2018,2022,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.34,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.56,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.69,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM2,501- RM3,000",Pertama
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.63,2018,2022,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Male,27,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.43,2017,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Contract,"RM2,501- RM3,000",Pertama
2022,FP,Fac2,Male,24,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.63,2017,2022,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.02,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.43,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Male,26,Malaysian,Diploma,Band 2,BACELOR PERTANIAN (SAINS TERNAKAN),2.89,2018,2022,Bekerja separa masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Work with family (no wages/salary),Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.79,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),2.96,2018,2022,Bekerja separa masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2022,FP,Fac2,Male,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.47,2018,2022,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM3,001- RM4,000",Pertama
2022,FP,Fac2,Male,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.59,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Male,24,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS PERTANIAN,3.93,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.8,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Male,24,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.61,2018,2022,Bekerja sepenuh masa,Profesional,Employer,Not applicable,"RM3,001- RM4,000",-2
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.48,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.9,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.49,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Male,25,Malaysian,Diploma,Band 2,BACELOR SAINS PERTANIAN,3.58,2018,2022,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.5,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.82,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.49,2018,2022,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.73,2018,2022,Bekerja sepenuh masa,Profesional,Self-employed/Freelance,Not applicable,"RM1,000 dan ke bawah",-2
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.4,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 5,BACELOR SAINS HORTIKULTUR,3.8,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS HORTIKULTUR,3.23,2018,2022,Melanjutkan pengajian (SKPG 2.0),-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,27,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.28,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,3.29,2018,2022,Bekerja separa masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 4,BACELOR SAINS HORTIKULTUR,3.75,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.82,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR SAINS PERNIAGAANTANI,3.09,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sastera,Band 3,BACELOR SAINS PERNIAGAANTANI,3.3,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.51,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 2,BACELOR SAINS HORTIKULTUR,3.42,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.33,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,3.32,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Self-employed/Freelance,Not applicable,"RM1,000 dan ke bawah",-2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS PERNIAGAANTANI,3.72,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR SAINS PERNIAGAANTANI,3.3,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 3,BACELOR SAINS PERNIAGAANTANI,3.59,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 2,BACELOR SAINS PERNIAGAANTANI,3.72,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.71,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.95,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.85,2018,2022,Bekerja sepenuh masa,Pekerjaan Asas,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,24,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.78,2017,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.63,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.78,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,24,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.7,2017,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.49,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Temporary,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.3,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,3.52,2018,2022,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.7,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.79,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.65,2018,2022,Bekerja separa masa,Pekerjaan Asas,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.8,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.69,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.65,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.8,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.66,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,24,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.37,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 2,BACELOR SAINS HORTIKULTUR,3.47,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.63,2018,2022,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.86,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.58,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.63,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",11
2022,FP,Fac2,Female,24,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.96,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.89,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.68,2018,2022,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM5,001- RM10,000",11
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.87,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,25,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.59,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Tamhidi USIM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.61,2018,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM3,001- RM4,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS HORTIKULTUR,3.77,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 2,BACELOR SAINS HORTIKULTUR,3.47,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,001- RM1,500",Ke- 2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS PERNIAGAANTANI,3.86,2018,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.79,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 4,BACELOR SAINS HORTIKULTUR,3.17,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 4,BACELOR SAINS HORTIKULTUR,3.68,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERNIAGAANTANI,3.72,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.38,2018,2022,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERNIAGAANTANI,3.54,2018,2022,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM1,501- RM2,000",Pertama
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sastera,Band 3,BACELOR SAINS PERNIAGAANTANI,3.22,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sastera,Band 2,BACELOR SAINS PERNIAGAANTANI,3.13,2018,2022,Bekerja separa masa,Profesional,Private workers (including NGOs),Temporary,"RM1,000 dan ke bawah",Pertama
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 5,BACELOR SAINS PERTANIAN,3.83,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,26,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.78,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Female,24,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS PERNIAGAANTANI,3.81,2018,2022,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Female,25,Malaysian,STPM Aliran Sains,Band 4,BACELOR SAINS HORTIKULTUR,3.88,2017,2022,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,501- RM3,000",Pertama
2022,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.3,2018,2022,Belum/Tidak bekerja,-2,-2.0,Not applicable,Tidak Berkaitan,-2
2022,FP,Fac2,Male,26,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.29,2017,2022,Bekerja sepenuh masa,Operator Loji dan Mesin dan Pemasang,Private workers (including NGOs),Temporary,"RM2,001- RM2,500",Pertama
2022,FP,Fac2,Male,26,Malaysian,Diploma,Band 3,BACELOR SAINS PERNIAGAANTANI,3.43,2017,2022,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Government employees,Contract,"RM1,001- RM1,500",Pertama
